,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage,Match,Pack size
465,29.0,tomatoes (standard),29.8,"Iceland, 6 pack tomatoes ",Iceland ,6 frui t ,12.09.2011 ,"Iceland, Norwich ",17-Sep,Batch Number: 03 1116 248 ,03 1116 248 ,Plastic ,Ambient ,Refrigerated ,0.0,6 frui t 
466,29.0,tomatoes (standard),29.9,"Sainsbury’s, basics, tomatoes ",Sainsbury’s basics ,450g ,12.09.2011 ,"Sainsbury’s, Longwater, Norwich ",13-Sep,13-Sep,T8202A ,Plastic ,Ambient ,Refrigerated ,0.0,450g 
467,29.0,tomatoes (standard),29.1,"Market , loose , on the vine tomatoes ",Pack s ize: ,,12.09.2011 ,"Independent market stall, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,
468,29.0,tomatoes (standard),29.12,"Tesco, loose, on the vi ne tomatoes ",Pack size: ,Purchase Date: 30.10.2011 ,30.10.2011 ,"Tesco Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,,0.0,Purchase Date: 30.10.2011 
469,29.0,tomatoes (standard),29.14,"Asda, salad tomatoes ",Asda ,750g ,31.10.2011 ,"Asda, Norwich ",02-Nov,04-Nov,450030 ASL0905478 ,Plastic ,Ambient ,Refrigerated ,0.0,750g 
470,29.0,tomatoes (standard),29.15,"Asda, vine ripened tomatoes ",Asda ,500g ,31.10.2011 ,"Asda, Norwich ",04-Nov,06-Nov,900937 ASP1111977  52939101 ,Plastic ,Ambient ,,0.0,500g 
471,29.0,tomatoes (standard),29.16,"Sainsbury’s, flavouripe tomatoes ",Sainsbury’s ,Count 6 ,31.10.2011 ,"Sainsbury’s, Longwater, Norwich ",05-Nov,05-Nov,WO158PD  606516 03.10 ,,Ambient ,Refrigerated ,0.0,Count 6 
472,29.0,tomatoes (standard),29.17,"Morrisons, vine ripened tomat oes ",Morrisons ,Min 5 fruit ,31.10.2011 ,"Morrisons, Norwich ",03-Nov,05-Nov,251998 kcb:75A  0258 T30349/0410 ,Plastic ,,Refrigerated ,0.0,Min 5 fruit 
473,29.0,tomatoes (standard),29.18,"Marks & Spencer, vine ripened rosa tomatoes ",Marks & Spencer ,400g ,31.10.201 1 ,"Marks & Spencer, Norwich ",03-Nov,Batch Number: 6539 ,6539,Plastic ,Ambient ,Refrigerated ,0.0,400g 
474,29.0,tomatoes (standard),29.19,"Oaklands, salad tomatoes ",Oaklands ,6,31.10.2011 ,"Lidl, Attleborough ",Best Before Date: ,Batch Nu mber: L-4302 W -0385 CIFA -30077168 RGS 21.842/MU ,,Plastic ,Ambient ,Refrigerated ,0.0,6
475,29.0,tomatoes (standard),29.21,Market tomato es ,Pack size: ,Purchase Date: 31.10.2011 ,31.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,Purchase Date: 31.10.2011 
476,29.0,tomatoes (standard),29.22,"Farm Fresh , round tomatoes ",Farm Fresh ,Counts x 6 ,31.10.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Numbe r: ,,Plastic ,Chilled ,Refrigerated ,0.0,Counts x 6 
477,30.0,tomatoes (standard) grilled  and seeds,30.1,"Tesco, Norfolk salad tomatoes ",Tesco ,6 pack ,12.09.2011 ,"Tesco, Harford Bridges , Norwich ",13-Sep,15-Sep,SP08 ,,Ambient ,Refrigerated ,0.0,6 pack 
478,30.0,tomatoes (standard) grilled  and seeds,30.2,"Tesco, loose, on the vine tomatoes ",Pack size: ,Purchase Date: 12.09.2011 ,12.09.2011 ,"Tesco, Harford Bridges , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 12.09.2011 
479,30.0,tomatoes (standard) grilled  and seeds,30.3,"Asda, salad tomatoes ",Asda ,6 fruit ,12.09.2011 ,"Asda , Norwich ",12-Sep,14-Sep,450106 ASL1005257 ,Plastic ,Ambient ,Refrigerated ,0.0,6 fruit 
480,30.0,tomatoes (standard) grilled  and seeds,30.4,"Asda, vine ripened tomatoes ",Asda ,500g ,12.09.2011 ,"Asda , Norwich ",15-Sep,17-Sep,900937 ASP1111977 ,Plastic ,Ambient ,Refrigerated ,0.0,500g 
481,30.0,tomatoes (standard) grilled  and seeds,30.5,"Sainsbury’s, Taste The Difference, British jubilee vine ",Sainsbury’s Taste The Difference ,Min 5 fruit ,12.09.2011 ,"Sainsbury’s, Longwater , Norwich ",13-Sep,13-Sep,E0460A  L1 112829   08:10 ,Plastic ,Ambient ,Refrigerated ,0.0,Min 5 fruit 
482,,tomatoes (standard) grilled  and seeds,30.6,"Morrisons, vine ripened tomatoes ",Morrisons ,Min 5 fruit ,12.09.2011 ,"Morrisons , Norwich ",12-Sep,14-Sep,247357 kcb:7SA 0258 T30349/0410 ,Plastic ,Ambient ,Refrigerated ,0.0,Min 5 fruit 
483,30.0,tomato es (standard) grilled  and seeds,30.7,"The Co -operative, 6 British tomatoes ",The Co -operative ,Purchase Date: 12.09.2011 ,12.09.2011 ,"Co-operative , Wymondham ",13-Sep,14-Sep,M060A ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 12.09.2011 
484,30.0,tomatoes (standard) grilled  and seeds,30.8,"Iceland, 6 pack tomatoes ",Iceland ,6 fruit ,12.09.2011 ,"Iceland, Norwich ",,Batch Number: 03 1116 248 ,03 1116 248 ,Plastic ,Ambient ,Refrigerated ,0.0,6 fruit 
485,30.0,tomatoes (standard) grilled  and seeds,30.9,"Sainsbury’s, basics, tomatoes ",Sainsbury’s basics ,450g ,12.09.2011 ,"Sainsbury’s, Longwater, Norwich ",13-Sep,13-Sep,T8202A ,Plastic ,,Refrigerated ,0.0,450g 
486,30.0,tomatoes (standard) grilled  and seeds,30.1,"Market, loose, on the vine tomatoes ",Pack size: ,Purchase Date: 12.09.2011 ,12.09.2011 ,"Independent market stall, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,6 pack 
487,30.0,tomatoes (standard) grilled  and seeds,30.12,,Pack size: ,Purchase Date: 30.10.2011 ,30.10.2011 ,"Tesco Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 30.10.2011 
488,,tomatoes (standard) grilled  and seeds,30.13,"Tesco, tomatoes ",Tesco ,1kg ,31.10.2011 ,"Tesco, Harford Bri dges, Norwich ",02-Nov,04-Nov,GZ12 ,Netting ,Ambient ,Refrigerated ,0.0,1kg 
489,30.0,tomatoes (standard) grilled  and seeds,30.14,"Asda, salad tomatoes ",Asda ,750g ,31.10.2011 ,"Asda, Norwich ",02-Nov,04-Nov,450030 ASL0905478 ,Plastic ,,Refrigerated ,0.0,750g 
490,30.0,tomatoes (standard) grilled fl esh and seeds,30.15,"Asda, vine ripened tomatoes ",Asda ,500g ,31.10.2011 ,"Asda, Norwich ",04-Nov,06-Nov,,Plastic ,Ambient ,Refrigerated ,0.0,500g 
491,30.0,tomatoes (standard) grilled  and seeds,30.16,"Sainsbury’s, flavouripe tomatoes ",Sainsbury’s ,Count 6 ,31.10.2011 ,"Sainsbury’s, Longwater, Norwich ",05-Nov,05-Nov,WO158PD  606516 03.10 ,Plastic ,Ambient ,Refrigerated ,0.0,Count 6 
492,30.0,tomatoes (standard) grilled  and seeds,30.17,"Morrisons, vine ripened tomatoes ",Morrisons ,Min 5 fruit ,31.10.2011 ,"Morrisons, Norwich ",03-Nov,05-Nov,251998 kcb:75A  0258 T30349/0410 ,Plastic ,Ambient ,Refrigerated ,0.0,Min 5 fruit 
493,30.0,tomatoes (standard) grilled  and seeds,30.18,"Marks & Spencer, vine ripened rosa tomatoes ",Marks & Spencer ,400g ,31.10.2011 ,"Marks & Spencer, Norwich ",03 N ov ,Batch Number: 6539 ,6539,Plastic ,Ambient ,Refrigerated ,0.0,400g 
494,30.0,tomatoes (standard) grilled  and seeds,30.19,"Oaklands, salad tomatoes ",Oaklands ,6,31.10.2011 ,"Lidl, Attleborough ",Best Before Date: ,Batch Number: L-4302 W -0385 CIFA -30077168 RGS 21.842/M U ,L-4302 W -0385 CIFA -30077168 RGS 21.842/M U ,Plastic ,Ambient ,Refrigerated ,0.0,6
495,30.0,tomatoes (standard) grill ed  and seeds,30.2,"Tesco, Market Value, tomatoes ",Tesco Market Value ,500g ,31.10.2011 ,"Tesco, Harford Bridges, Norwich ",04 No v ,Batch Number: BV02 ,BV02 ,Netting ,Ambient ,Refrigerated ,0.0,Purchase Date: 12.09.2011 
496,30.0,tomatoes (standard) grilled  and seeds,30.21,Market to matoes ,Pack size: ,Purchase Date: 31.10.2011 ,31.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,,0.0,Purchase Date: 31.10.2011 
497,30.0,toma toes (standard) grilled  and seeds,30.22,"Farm Fresh, round tomatoes ",Farm Fresh ,Counts x 6 ,31.10.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Chilled ,Refrigerated ,0.0,Counts x 6 
498,31.0,tomatoes cherry,31.1,"Tesco , Finest, Norfolk piccolo cherry tomatoes ",Tesco Finest ,220g ,30.08.2011 ,"Tesco, Harford Bridges, Norwich ",02-Sep,04-Sep,SP08 ,Plastic ,Ambient ,Refrigerated ,0.0,220g 
499,31.0,tomatoes cherry,31.2,"Tesco, juicy cherry tomatoes ",Tesco ,300g ,30.08.2011 ,"Tesco, Harford Bridges, Norwich ",02-Sep,04-Sep,GZ ,Plastic ,Ambient ,Refrigerated ,0.0,300g 
500,31.0,tomatoes cherry,31.3,"Asda, cherry, on the vine tomatoes ",Asda ,250g ,30.08.2011 ,"Asda, Norwich ",30-Aug,01-Sep,520209 1952  12:10 ,Plastic ,Ambient ,Refrigerated ,0.0,250g 
501,31.0,tomatoes cherry,31.4,"Asda, cherry tomatoes ",Asda ,400g ,30.08.2011 ,"Asda, Norwich ",02-Sep,02-Sep,900962 2649  08:43  ASL0 804563 ,Plastic ,Ambient ,Refrigerated ,0.0,400g 
502,31.0,tomatoes cherry,31.5,"Sainsbury’s, British cherry tomatoes, on the vine ",Sainsbury’s ,225g ,30.08.2011 ,"Sainsbury’s, Longwater, Norwich ",,03-Sep,W0144F L  7155208 03.10 ,Plastic ,Ambient ,Refrigerated ,0.0,225g 
503,31.0,tomatoes cherry,31.7,"Waitrose, int ensely sweet, full -flavoured cherry vine ",Waitrose ,270g ,30.08.2011 ,"Waitrose, Eaton, Norwich ",03-Sep,Batch Number: Supplier:  256BBL ,Supplier:  256BBL ,,Ambient ,Refrigerated ,0.0,270g 
504,31.0,tomatoes cherry,31.8,"Iceland, cherry tom atoes ",Iceland ,300g ,30.08.2011 ,"Iceland, Norwich ",04-Sep,Batch Number: 01 1116 237 955ID46621C ,01 1116 237 955ID46621C ,Plastic ,Ambi ent ,Refrigerated ,0.0,300g 
505,31.0,tomatoes cherry,31.1,Market cherry tomatoes (on the vine) ,Pack size: ,Purchase Date: 30.08.2011 ,30.08.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,220g 
506,,sub-sample number:,Sub-sample Name:,Brand:,Pack size:,Purchase Date:,Place of Purchase:,Display Until Date:,Best Before Date:,Batch Number:,Packaging:,Sample Condition As Purchased:,Post Purchase Storage:,31,1.0,Purchase Date:
507,31.0,tomatoes cherry,31.12,"Tesco, Finest Cheribelle tomatoes, on the vine ",Tesco Finest ,Purchase Date: 31.10.2011 ,31.10.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Numbe r: 8818 ,,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 31.10.2011 
508,31.0,tomatoes cherry,31.13,"Tesco, juicy cherry t omatoes ",Tesco ,300g ,31.10.2011 ,"Tesco, Harford Bridges, Norwich ",02-Nov,04-Nov,GZ ,Plastic ,Ambient ,Refrigerated ,0.0,300g 
509,31.0,tomatoes cherry,31.14,"Asda, cherry, on the vine tomatoes ",Asda ,,31.10.2011 ,"Asda, Norwich ",02-Nov,04-Nov,905264 371884 ,Plastic ,Ambient ,Refrige rated ,0.0,
510,31.0,tomatoes cherry,31.15,"Asda, Extra Special swee t aromatico tomatoes ",Asda Extra Special ,220g ,31.10.2011 ,"Asda, Norwich ",02-Nov,04-Nov,450018,Plastic ,,Refrigerated ,0.0,220g 
511,31.0,tomatoes cherry,31.16,"Sainsbury’s, cherry tomatoes, on the vine ",Sains bury’s ,225g ,31.10.2011 ,"Sainsbury’s, Longwater, Norwich ",04-Nov,04-Nov,T8202A  7155208 03.10 ,Plastic ,Ambient ,Refrigerated ,0.0,225g 
512,31.0,tomatoes cherry,31.17,"Morrisons, vine ripened cherry tomatoes ",Morrisons ,225g ,31.10.2011 ,"Morrisons, Norwich ",02-Nov,04-Nov,Kcb75 V 251904  0258  T29465/0210 ,Plastic ,Ambient ,Refrigerated ,0.0,225g 
513,,tomatoes cherry,31.18,"Marks & Spencer, super sweet piccolini baby cherry ",Marks & Spencer ,175g ,31.10.2011 ,"Marks & Spencer, Norwich ",05-Nov,Batch Number: 4511A ,4511A ,Plastic ,Ambient ,Refrigerated ,0.0,175g 
514,,tomatoes cherry,31.19,"Oaklands, cherry tomatoes, on the vine ",Oaklands ,300g ,31.10.2011 ,"Lidl, Attleborough ",,Batch Number: W-0385 L -4301 LOTE 44/000011077 ,W-0385 L -4301 LOTE 44/000011077 ,Plastic ,Ambient ,Refrigerated ,0.0,300g 
515,31.0,tomatoes cherry,31.2,Market cherry tomatoes ,Pack size: ,Purchase Date: 31.10.2011 ,31.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,300g 
516,,tomatoes cherry,31.21,"Farm Fresh, cherry tomatoes ",Farm Fresh ,250g ,31.10.2011 ,"Booker, Norwic h ",Best Before Date: ,Batch Number: 292 ,292,Plastic ,Chilled ,Refrigerated ,0.0,250g 
517,32.0,lettuce,nan,"Tesco, sweet baby romaine ",Tesco ,Purchase Date: 17.10.2011 ,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",29-Sep,01-Oct,GS 03 ,,Ambient ,Refrigerated ,1.0,2.5kg 
518,32.0,lettuce,32.2,"Tesco, sweet iceberg lettuce ",Tesco ,Purchased ready prepared,26.09.2011 ,"Tesco, Blue Boar Road, Norwich ",27-Sep,,SCGD Line 7.1 09:03 ,Plastic ,Ambient ,Refrigerated ,1.0,260g 
519,32.0,lettuce,32.3,,Asda ,Purchased ready prepared,26.09.2011 ,"Asda, Norwich ",28-Sep,,Line 007 S 19:31 ,Plastic ,Ambient ,Refrigerated ,1.0,155g 
520,32.0,lettuce,32.4,"Asda, lazy leaf lettuce ",Asda ,290.9,26.09.2011 ,"Asda, Norwich ",Thu ,Sat ,370000,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
521,32.0,lettuce,32.5,"Sainsb ury’s, British round lettuce ",Sainsbury’s ,183.4,26.09.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: 444 11.09 ,444 11.09 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
522,32.0,lettuce,32.6,"Morrisons, romaine lettuce ",Morrisons ,304.1,26.09.2011 ,"Morrisons, Norwich ",28-Sep,29-Sep,1677 T31081/0610 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
523,32.0,lettuce,nan,"Marks & Spencer, iceberg lettuce ",Marks & Spencer ,Purchase Date: 17.10.2011 ,26.09.2011 ,"Marks & Spencer, Norwich ",29-Sep,Batch Number: ,Packaging : Plastic ,,Ambient ,Refrigerated ,1.0,2.5kg 
524,32.0,lettuce,32.8,"Aldi, little gem lettuce ",Aldi ,130.2,,"Aldi, Norwich ",Best Before Date: ,Batch Number: 3901 supplier code:348A ,3901 supplier code:348A ,Plastic ,Ambient ,Refrigerated ,1.0,Count x2 
525,32.0,lettuce avera ge,32.9,"Sainsbury’s, basics , iceberg lettuce ",Sainsbury’s basics ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Sainsbury’s, Longwater, Norwich ",01-Oct,02-Oct,G0630 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
526,32.0,lettuce,32.1,Market ic eberg lettuce ,Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,,0.0,Purchase Date: 26.09.2011 
527,32.0,lettuce,32.12,"Tesco, romaine lettuce ",,Purchase Date: 07.11.2011 ,07.11.2011 ,"Tesco, Blue Boar Road, Norwich ",11-Nov,13-Nov,GS02 ,Plastic ,Ambient ,,0.0,Purchase Date: 07.11.2011 
528,32.0,lettuce,32.13,"Tesco, iceberg lettuce ",Tesco ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Tesco, Bl ue Boar Road, Norwich ",Wednesday ,Batch Number: G502 ,G502 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 07.11.2011 
529,32.0,lettuce,32.14,,Asda ,260g ,07.11.2011 ,"Asda, Norwich ",11-Nov,,Line 01 S 06:48 050 ,Plastic ,,Refrigerated ,0.0,260g 
530,32.0,lettuce,32.15,"Asda, hearts of romaine lettuce ",Asda ,Count 2 ,07.11.2011 ,"Asda, Norwich ",13-Nov,15-Nov,470010,Plastic ,,Refrigerated ,0.0,Count 2 
531,32.0,lettuce,32.16,"Sainsbury’s, iceberg lettuce ",Sainsbury’s ,200g ,07.11.2011 ,"Sainsbury’s, Longwater, Norwich ",Use By Date: 11 Nov ,,Line 01 17:30 S 7282600 04.10 ,Plastic ,Ambient ,Refrigerated ,0.0,200g 
532,32.0,lettuce,32.17,"Morrisons, iceberg lettuce ",Morrisons ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Morrisons, Norwich ",09-Nov,10-Nov,24234 TH1 -ICE1C 30911 LZ 05:04 T29931/0310 ,Plastic ,Ambient ,,0.0,Purchase Date: 07.11.2011 
533,32.0,lettuce,32.18,"The Co -operative, iceberg lettuce ",The Co -operative ,Purchase Date: 07.11.2011 ,07.11.2011 ,"The Co -operative , Wymondham ",12-Nov,,M029 (F) KCA112 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 07.11.2011 
534,32.0,lettuce,32.19,"Oaklands, little gem ",Oakla nds ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Lidl, Attleborough ",Best Before Date: ,Batch Number: L-4402 W -0385 ,L-4402 W -0385 ,Plastic ,Ambient ,Refriger ated ,0.0,Purchase Date: 07.11.2011 
535,32.0,lettuce,32.2,"Tesco, Market Value, iceberg lettuce ",Tesco Market Value ,Purchased ready prepared,07.11.2011 ,"Tesco, Blue Boar Road , Norwich ",10-Nov,Batch Number: GS02 ,GS02 ,Plastic ,Ambient ,Refrigerated ,1.0,260g 
536,32.0,lettuce,32.21,Market lettuce ,Pack s ize: ,,07.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,
537,32.0,lettuce,32.22,"Farm Fresh, iceberg lettuce ",Farm Fresh ,Count x1 ,07.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: Date code: 33 05 ,Date code: 33 05 ,Plastic ,Refrigerated ,Refrigerated ,0.0,Count x1 
538,33.0,spinach baby,33.1,"Tesco, mild baby spinach ",Tesco ,200g ,28.09.2011 ,"Tesco, Harford Bridges, Norwich ",29-Sep,,SCGD Line 7.1 09:13 ,Plastic ,Ambient ,,0.0,200g 
539,33.0,spinach baby,33.2,"Tesco, mild baby spinach ",Tesco ,200g ,26.09.2011 ,"Tesco, Blue Boar Road, Norwich ",29-Sep,,SCGD Line 7.1 09:10 ,Plastic ,Ambient ,Refrigerated ,0.0,200g 
540,33.0,spinach baby r aw,33.3,"Asda, baby spinach ",Asda ,160g ,26.09.2011 ,"Asda, Norwich ",28-Sep,,Line008 S 06:15 ,,Ambient ,Refrigerated ,0.0,160g 
541,33.0,spinach baby,33.4,"Asda, baby spinach ",Asda ,160g ,26.09.2011 ,"Asda, Norwich ",30-Sep,,Line008 S 05.06 ,Plastic ,Ambient ,Refrigerated ,0.0,160g 
542,33.0,spinach baby,33.6,"Morrisons, washed baby spinach ",Morrisons ,140g ,26.09.2011 ,"Morrisons, Norwich ",Use By Date: 29 Sep ,,1424/16 1939G T34073/0411 1424 ,Plastic ,Ambient ,Refrigerated ,0.0,140g 
543,33.0,spinach baby,33.8,"Naturo, baby spinach ",Naturo ,200g ,27.09.2011 ,"Independent greengrocers, Norwich ",Use By Date: ,,LF1 266 13:55 ,Plastic ,Ambient ,,0.0,200g 
544,33.0,spinach baby,33.9,"Tesco, m ild baby spinach ",Tesco ,200g ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Use By Date: 25 Nov ,,SCGD Line 8.2 15:00 ,Plastic ,Ambient ,Refrigerated ,0.0,200g 
545,33.0,spinach baby,33.1,"Tesco, m ild baby spinach ",Tesco ,200g ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Use By Date: 22 Nov ,,SCGD Line 8.2 10:09 ,Plastic ,Ambient ,Refrigerated ,0.0,200g 
546,33.0,spinach baby,33.11,"Asda, baby spinach ",Asda ,180g ,,"Asda, Norwich ",23-Nov,25-Nov,998045 ASL 0806410 ,Plastic ,Ambient ,Refrigerated ,0.0,180g 
547,33.0,spinach baby,33.12,"Asda, baby spinach ",Asda ,160g ,21.11.2011 ,"Asda, Norwich ",23-Nov,,Line008 S 07:14 ,Plastic ,Ambient ,Refrigerated ,0.0,160g 
548,33.0,spinach baby,33.14,"Morrisons, washed baby spinach ",Morrisons ,140g ,21.11.2011 ,"Morris ons, Norwich ",Use By Date: 25 Nov ,,1424/19  0100A T34073/0411 ,Plastic ,Ambient ,Refrigerated ,0.0,140g 
549,33.0,spinach baby,33.16,"Oaklands, fresh spinach ",Oaklands ,250g ,21.11.2011 ,"Lidl, Norwich ",Best Be fore Date: 26 Nov ,,LF1 322 18:21 46 05 W3839 ,Plastic ,Ambient ,Refrigerated ,0.0,250g 
550,34.0,rocket,34.1,"Tesco, peppery wild rocket ",Tesco ,70g ,,"Tesco, Blue Boar Road, Norwich ",Use By Date: 29 Sep ,,NF 51339A ,Plastic ,Ambient ,Refrigerated ,0.0,70g 
551,34.0,rocket,34.2,"Fresh & Naked, wild rocket ",Fresh & Naked ,60g ,27.09. 2011 ,"Tesco, Harford Bridges, Norwich ",Use By Date: 01 Oct ,,Packaging: Plastic/paper ,Plastic/paper ,Ambient ,Refrigerated ,0.0,60g 
552,34.0,rocket,34.3,"Asda, Fresh Tastes , wild rocket ",Asda Fresh Tastes ,70g ,26.09.2011 ,"Asda, Norwich ",29-Sep,,Line007 S 05:15 050 ASL1100552 ,Plastic ,Ambient ,Refrigerated ,0.0,70g 
553,34.0,rocket,34.5,"Sainsbury’s, wild rocket ",Sainsbury’s ,70g ,26.09.2011 ,"Sainsbury’s, Longwater, Norwich ",,,10 1032 267 6863512 04.10 H0604A ,Plastic ,Ambient ,Refrigerated ,0.0,70g 
554,34.0,rocket,34.6,"Morriso ns, unwashed wild rocket ",Morrisons ,90g (2x45g) ,26.09.2011 ,"Morrisons, Norwich ",30-Sep,,08:06 2625 6 T34110/0511 ,Plastic ,,Refrigerated ,0.0,90g (2x45g) 
555,34.0,rocket,34.7,"Marks & Spencer, wild rocket ",Marks & Spencer ,50g ,26.09.2011 ,"Marks & Spencer, Norwich ",30-Sep,,G18:47  1 ,Plastic ,Ambient ,Refrigerated ,0.0,50g 
556,34.0,rocket,34.8,"Aldi, rocket ",Aldi ,70g ,26.09.2011 ,,Use By Date: 02 Oct ,,6 07:58 03 25105087 ,Plastic ,Ambient ,Refrigerated ,0.0,70g 
557,,rocket,34.9,Greengrocer rocket ,Pack size: ,Purchase Date: 27.09.2011 ,27.09.2011 ,"Independent greengrocers, Norwich ",Use By Date: ,,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 27.09.2011 
558,34.0,rocket,34.1,"Florette, wild rocket ",Florette ,200g ,26.09.2011 ,"Booker, Norwich ",Use By Date: 29 Sep ,,2 09:44 5L ,Plastic ,Refrigerated ,Refrigerated ,0.0,70g 
559,34.0,rocket,34.11,"Tesco, peppery wild rocket ",Tesco ,70g ,07.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Use By Date: 09 Nov ,,NF 7 0817 G ,Plastic ,Ambient ,Refrigerated ,0.0,70g 
560,34.0,rocket,34.12,"Fresh & Naked, wild rocket ",Fresh & Naked ,60g ,07.11.2011 ,"Tesco, Harford Bridges, Norwich ",Use By Date: 11 Nov ,,Packagin g: Plastic/paper ,,Ambient ,Refrigerated ,0.0,60g 
561,34.0,rocket,34.13,"Asda, Fresh Tastes, wild rocket ",Asda Fresh Tastes ,70g ,07.11.2011 ,"Asda, Norwich ",09-Nov,,Line 7 S 10:57 F ASL1100552 050 ,Plastic ,Ambient ,Refrig erated ,0.0,70g 
562,34.0,rocket,34.14,"Asda, Fresh Tastes, wil d rocket ",Asda Fresh Tastes ,70g ,07.11.2011 ,"Asda, Norwich ",10-Nov,,Line006 S 06:13 R ASL1100552 050 ,Plastic ,Ambient ,Refrigerated ,0.0,70g 
563,34.0,rocket,nan,"Sainsbury’s, wild rocket ",Sainsbury’s ,Purchase Date: 17.10.2011 ,07.11.2011 ,"Sainsbury’s, Longwater, Norwich ",Use By Date: 10 Nov ,,10 0819 309 68635 12 10.11 H0604A ,Plastic ,Ambient ,Refrigerated ,1.0,2.5kg 
564,34.0,rocket,34.16,"Morrisons, unwashed wild r ocket ",Morrisons ,90g (2x45g) ,07.11.2011 ,"Morrisons, Norwich ",10-Nov,,2625 10:05 T34110/0511 ,Plastic ,,Refrigerated ,0.0,90g (2x45g) 
565,34.0,rocket,34.17,"Waitrose, peppery and aromatic wild rocket ",Waitrose ,50g ,,"Waitrose, Wymondham ",Use By Date: 10 Nov ,,02 23:27 03.11 ,Plastic ,Ambient ,Refrigerated ,0.0,50g 
566,34.0,rocket,34.18,"Oaklands, wild rocket ",Oaklands ,70g ,07.11.2011 ,"Lidl, Norwich ",,10-Nov,LF2 307 15:41 44 04 W3639 ,Plastic ,Ambient ,Refrigerated ,0.0,70g 
567,34.0,rocket,34.19,Greengrocer rocket ,Pack size: ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Independent greengrocers, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 07.11.2011 
568,35.0,cucumber,35.1,"Tesco, fresh cucumber portion ",Tesco ,245.6,26.09.2011 ,"Tesco, Blue Boar Road, Norwich ",27-Sep,28-Sep,GN16 ,Plastic ,Ambient ,,1.0,Purchase Date: 26.09.2011 
569,35.0,cucumber,35.2,"Tesco, cucumber ",Pack size: ,383.4,26.09.2011 ,"Tesco, Harford B ridges, Norwich ",29/30 Sep ,Batch Number: GN ,GN ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
