,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage,Match,Pack size
103,8.0,carrots old,8.2,"Tesco , East Anglian carrots ",Tesco ,86.6,10.10.2011 ,"Tesco, Blue Boar , Norwich ",12-Oct,13-Oct,Supplier Code D1 ABC 08 -50 ,Plastic ,Ambient ,,1.0,
104,8.0,carrots old,8.3,"Asda , fresh tastes, bumper carrot batons ",Asda fresh tastes ,Ready prepared,10.10.2011 ,"Asda , Norwich ",13-Oct,,281 12:22 A ,Plastic ,Ambient ,Refrigerated ,1.0,600g 
105,8.0,carrots old,8.4,"Asda , British carrots ",Asda ,60.1,10.10.2011 ,"Asda , Norwich ",14-Oct,16-Oct,13:49  281 845019 20 -40mm ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
106,8.0,carrots old,8.5,"Sainsbury’s , loose carrots ",Pack size: ,103.3,10.10.2011 ,,Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 10.10.2011 
107,8.0,carrots old,8.6,"Morrisons , bunched carrots ",Morrisons ,43.4,10.10.2011 ,"Morrisons , Norwich ",12-Oct,14-Oct,0121 CLASS 1 ,Plastic ,Ambient ,Refrigerated ,1.0,500g 
108,8.0,carrots old,8.7,"Waitrose , loose carrots ",Waitrose ,140.0,10.10.2011 ,"Waitrose, Wymondham ",,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 10.10.2011 
109,8.0,carrots old,8.8,"Aldi, British carrots ",Aldi ,81.4,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier Code:348  4103 21:09  2A A ,Supplier Code:348  4103 21:09  2A A ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
110,8.0,carrot s old,8.9,"Sainsbury’s , basics carrots ",Sainsbury’s basics ,49.8,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",12-Oct,,K0087B ,Plastic ,Ambient ,Refrigerated ,1.0,1.5kg 
111,8.0,carrots old,8.1,Market carro ts ,Pack size: ,67.2,10.10.2011 ,"Independent market s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,1.0,Purchase Date: 10.10.2011 
112,8.0,carrots  old,8.11,"Makro , carrots ",Makro ,99.1,10.10.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Date Code: 280 Art No:369860 supp no:24477 ,Date Code: 280 Art No:369860 supp no:24477 ,Plastic ,Ambient ,Refrigerated ,1.0,2kg 
113,8.0,carrots old,8.12,"Tesco , loose carrots ",Pack size: ,113.8,23.01.2012 ,"Tesco, Blue Boar Road , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 23.01.2012 
114,8.0,carrots old,8.13,"Tesco , carrot batons ",Tesco ,Ready prepared,23.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Use By Date: 26 Jan ,,15:06 10 ,Plastic ,,Refrigerated ,1.0,670g 
115,8.0,carrots old,8.14,"Asda , loose carrots ",Pack size: ,150.4,23.01.2012 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 23.01.2012 
116,8.0,carrots old,8.15,,Asda ,72.4,23.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 06:50 020 845020 ,06:50 020 845020 ,Plastic ,Ambient ,Refrigerated ,1.0,500g 
117,8.0,carrots old r aw,8.17,"Morrisons , loose carrots ",Pack size: ,83.7,23.01.2012 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 23.01.2012 
118,8.0,carrots old,8.18,"The Co -operative , carrots ",The Co -operative ,110.1,23.01.2012 ,"The Co-operative, Wymondham ",Best Before Date: 26 Jan ,26-Jan,M208A 019 4  12:48  263 ,Plastic ,Ambient ,Refrigerated ,1.0,1.2kg 
119,8.0,carrots old,8.19,"Iceland , carrots ",Iceland ,102.1,23.01.2012 ,"Iceland, Norwich ",26-Jan,Batch Number: 469 L6 019 ,469 L6 019 ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
120,8.0,carrots old,8.2,"Morrisons , Savers carrots ",Morrisons Savers ,86.6,23.01.2012 ,"Morrisons, Norwich ",26-Jan,28-Jan,13759 RD1 -CAR 2B02112 ZP  06:14 ,Plastic ,Ambient ,,1.0,
121,8.0,carrots old,8.21,Market carrots ,Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Independent market s tall, Norwich ",,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
122,8.0,carrots old,8.22,"Farm Fresh , carrots ",Farm Fresh ,2kg ,23.01.2012 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 45/2  A22511 ,45/2  A22511 ,Plastic ,Refrigerated ,Refrigerated ,0.0,2kg 
123,9.0,carrots old,9.2,"Tesco , East Anglian carrots ",Tesco ,161.0,10.10.2011 ,"Tesco, Blue Boar , Norwich ",12-Oct,13-Oct,Supplier Code D1 ABC 08 -50 ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
124,9.0,carrots old,9.3,"Asda , fresh tastes, bumper carrot batons ",Asda fresh tastes ,139.4,10.10.2011 ,"Asda , Norwich ",13-Oct,,281 12:22 A ,Plastic ,Ambient ,Refrigerated ,1.0,600g 
125,9.0,carrots old bo iled,9.4,"Asda , British carrots ",Asda ,197.0,10.10.2011 ,"Asda , Norwich ",14-Oct,16-Oct,13:49  281 84501 9 20 -40mm ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
126,9.0,carrots old,9.5,"Sainsbury’s , loose carrots ",Pack size: ,134.7,10.10.2011 ,"Sainsbury’s, Longwater , Norw ich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 10.10.2011 
127,9.0,carrots old,9.6,"Morrisons , bunched carrots ",Morrisons ,187.0,10.10.2011 ,"Morrisons , Norwich ",12-Oct,14-Oct,0121 CLASS 1 ,Plastic ,Ambient ,,1.0,500g 
128,9.0,carrots old,9.8,"Aldi, British carrots ",Aldi ,1681.6,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier Code:348  4103 21:09  2A A ,Supplier Code:348  4103 21:09  2A A ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
129,9.0,carrots old,9.9,"Sainsbury’s , basics carrots ",Sainsbury’s basics ,1218.8,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",12-Oct,14-Oct,K0087B ,Plastic ,Ambient ,Refrigerated ,1.0,1.5kg 
130,9.0,carrots old,9.1,Market carrots ,Pack size: ,174.8,10.10.2011 ,"Independent  market s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,1.0,Purchase Date: 10.10.2011 
131,9.0,carrots old,9.11,"Makro , carrots ",Makro ,2kg ,10.10.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Date Code: 280 Art No:369860 supp no:2 4477 ,Date Code: 280 Art No:369860 supp no:2 4477 ,Plastic ,Ambient ,Refrigerated ,0.0,2kg 
132,9.0,carrots old,9.12,"Tesco , loose carrots ",Pack size: ,Purchase Date: 23.01.2 012 ,23.01.2 012 ,"Tesco, Blue Boar Road , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2 012 
133,9.0,carrots old,9.13,"Tesco , carrot batons ",Tesco ,670g ,23.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Use By Date: 26 Jan ,,15:06 10 ,Plastic ,Ambient ,Refrigerated ,0.0,670g 
134,9.0,carrots old,9.14,"Asda , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
135,9.0,carrots old,9.15,"Asda , British c arrots ",Asda ,500g ,23.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 06:50 020 845020 ,06:50 020 845020 ,Plastic ,,Refrigerated ,0.0,500g 
136,9.0,carrots old,9.16,"Sainsbury’s , ‘no need to peel’ carrots ",Sainsbury’s ,1kg ,23.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 27 Jan ,27-Jan,K0087B  60 12:18 ,Plastic ,Ambient ,Refrigerated ,0.0,1kg 
137,9.0,carrots old,9.17,"Morrisons , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plast ic ,Plast ic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
138,9.0,carrots old,9.18,"The Co -operative , carrots ",The Co -operative ,1.2kg ,23.01.2012 ,"The Co-operative , Wymondham ",Best Before Date: 26 Jan ,26-Jan,M208A 019 4  12:48  263 ,Plastic ,Ambient ,Refrigerated ,0.0,1.2kg 
139,9.0,carrots old,9.19,"Iceland , carrots ",Iceland ,1kg ,23.01.2012 ,"Iceland, Norwich ",,Batch Number: 469 L6 019 ,469 L6 019 ,Plastic ,Ambient ,Refrigerated ,0.0,1kg 
140,9.0,carrots old,9.2,"Morrisons , Savers carrots ",Morrison s Savers ,161.0,23.01.2012 ,"Morrisons, Norwich ",26-Jan,28-Jan,13759 RD1 -CAR 2B02112 ZP  06:14 ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
141,9.0,carrots old,9.21,Market carrots ,Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Independent m arket s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
142,9.0,carrots old,9.22,"Farm Fresh , carrots ",Farm Fresh ,2kg ,23.01.2012 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 45/2  A22511 ,45/2  A22511 ,Plastic ,Refrigerated ,,0.0,2kg 
143,,carrots old microwaved,10.1,"Tesco , loose carrots ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Tesco, Blue Boar , Norwich ",,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 10.10.2011 
144,10.0,carrots old microwaved,10.2,"Tesco , East Anglian carrots ",Tesco ,1kg ,10.10.2011 ,"Tesco, Blue Boar , Norwich ",12-Oct,13-Oct,Supplier Code D1 ABC 08 -50 ,Plastic ,Ambient ,,0.0,1kg 
145,10.0,carrots old microwaved,10.3,"Asda , fresh tastes, bumper carrot batons ",Asda fresh tastes ,600g ,10.10.2011 ,"Asda , Norwich ",13-Oct,,281 12:22 A ,Plastic ,Ambient ,Refrigerated ,0.0,600g 
146,,carrots old microwaved,10.4,"Asda , British carrots ",Asda ,223.8,10.10.2011 ,"Asda , Norwich ",14-Oct,16-Oct,13:49  281 845019 20 -40mm ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
147,10.0,carrots old microwaved,10.5,"Sainsbury’s , loose carrots ",Pack size: ,219.5,10.10.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 10.10.2011 
148,10.0,carrots old microwaved,10.6,"Morrisons , bunched carrots ",Morrisons ,214.7,10.10.2011 ,"Morrisons , Norwich ",12-Oct,14-Oct,0121 CLASS 1 ,Plastic ,Ambient ,Refrigerated ,1.0,500g 
149,10.0,carrots old microwaved,10.7,"Waitrose , loose carrots ",Waitrose ,233.8,10.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 10.10.2011 
150,10.0,carrots old microwaved,10.8,,Aldi ,225.8,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier Code:348  4103 21:09  2A A ,Supplier Code:348  4103 21:09  2A A ,Plastic ,Ambient ,Refrigerated ,1.0,1kg 
151,,carrots old microwaved,10.9,"Sainsbury’s , basics carrots ",Sainsbury’s basics ,209.5,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",12-Oct,14-Oct,K0087B ,Plastic ,Ambient ,Refrigerated ,1.0,1.5kg 
152,10.0,carrots old microwaved,10.1,Market carrots ,Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Independent market s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,Purchase Date: 10.10.2011 
153,10.0,carrots old microwaved,10.11,"Makro , carrots ",Makro ,2kg ,10.10.2011 ,"Makro, Norwi ch ",Best Before Date: ,Batch Number: Date Code: 280 Art No:369860 supp no:24477 ,Date Code: 280 Art No:369860 supp no:24477 ,Plastic ,Ambient ,Refrigerated ,0.0,2kg 
154,10.0,carrots old microwaved,10.12,"Tesco , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Tesco, Blue Boar Road , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,,Refrigerated ,0.0,Purchase Date: 23.01.2012 
155,,carrots old microwaved,10.13,"Tesco , carrot batons ",Tesco ,670g ,23.01.2012 ,"Tesco, Blue Boar Road, Nor wich ",Use By Date: 26 Jan ,,15:06 10 ,Plastic ,Ambient ,Refrigerated ,0.0,670g 
156,10.0,carrots old microwaved,10.14,"Asda , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
157,10.0,carrots old microwaved,10.15,"Asda , British c arrots ",Asda ,500g ,23.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 06:50 020 845020 ,06:50 020 845020 ,Plastic ,Ambient ,Refrigerated ,0.0,500g 
158,10.0,carrots old microwaved,10.16,"Sainsbury’s , ‘no need to pe el’ carrots ",Sainsbury’s ,1kg ,23.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 27 Jan ,27-Jan,K0087B  60 12:18 ,Plastic ,Ambient ,Refrigerated ,0.0,1kg 
159,10.0,carrots old microwaved,10.17,"Morrisons , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
160,10.0,carrots old microwaved,10.18,"The Co -operative , carrots ",The Co -operative ,1.2kg ,23.01.2012 ,"The Co-operative , Wymondham ",Best Before Date: 26 Jan ,26-Jan,M208A 019 4  12:4 8 263 ,Plastic ,Ambient ,Refrigerated ,0.0,1.2kg 
161,10.0,carrots old microwaved,10.19,"Iceland , carrots ",Iceland ,1kg ,23.01.2012 ,"Iceland, Norwich ",26-Jan,Batch Number: 469 L6 019 ,469 L6 019 ,Plastic ,,Refrigerated ,0.0,1kg 
162,,carrots old microwaved,10.2,"Morrisons , Savers carrots ",Morrisons Savers ,1.5kg ,23.01.2012 ,"Morrisons, Norwich ",26-Jan,28-Jan,13759 RD1 -CAR 2B02112 ZP  06:14 ,Plastic ,Ambient ,Refrigerated ,0.0,1kg 
163,10.0,carrots old  microwaved,10.21,Market carrots ,Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Independent market s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
164,10.0,carrots old microwaved,10.22,"Farm Fresh , carrots ",Farm Fresh ,2kg ,23.01.2012 ,"Booker, No rwich ",Best Before Date: ,Batch Number: 45/2  A22511 ,45/2  A22511 ,Plastic ,Refrigerated ,Refrigerated ,0.0,2kg 
165,11.0,onions,11.1,"Tesco, Finest, sweet onions ",Tesco Finest ,200.5,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",17-Oct,Batch Number: GS11 L2 ,GS11 L2 ,Netting ,Ambient ,Ambient ,1.0,Purchase Date: 10.10.2011 
166,11.0,onions,11.2,"Tesco, East Anglian cooking onions ",Tesco ,107.6,10.10.2011 ,"Tesco, H arford Bridges, Norwich ",18-Oct,Batch Number: GS11 11:13  L3A ,GS11 11:13  L3A ,Plastic ,Ambient ,Ambient ,1.0,1.2kg 
167,11.0,onions,11.3,"Asda, East Anglian onions ",Asda ,132.5,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670017 42 B 278 LO3 ,670017 42 B 278 LO3 ,Plastic ,Ambient ,Ambient ,1.0,1kg 
168,,onions,11.4,"Asda, loose onions ",Pack size: ,160.0,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,1.0,Purchase Date: 10.10.2011 
169,11.0,onions,11.7,"Waitrose, loose onions ",Pack size: ,207.5,10.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,1.0,Purchase Date: 10.10.2011 
170,11.0,onions,11.8,"Aldi, onions ",Aldi ,214.9,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 41 06 Supplier No: 348  AA ,41 06 Supplier No: 348  AA ,Plastic ,Ambient ,Ambient ,1.0,1kg 
171,11.0,onions,nan,"Sainsbury’s, basics Onions ",Sainsbury’s basics ,Purchase Date: 17.10.2011 ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",15-Oct,15-Oct,16:18  11279L2 LOT74151  RO466A ,Plastic ,Ambient ,Ambient ,1.0,2.5kg 
172,11.0,onions,11.1,Market onions ,Pack size: ,200.5,10.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient ,1.0,Purchase Date: 10.10.2011 
173,11.0,onions,11.12,"Tesco, East Anglian Cooking Onions ",Tesco ,1.2kg ,09.01.2012 ,"Tesco, Blue Boar Lane, Norwich ",19-Jan,Batch Number: L3B  12:26  GS11 ,L3B  12:26  GS11 ,Plastic ,Ambient ,Ambient ,0.0,1.2kg 
174,11.0,onions,11.13,"Tesco, Loose Onions ",Pack size: Loose ,Loose ,09.01.201 2 ,"Tesco, Blue Boar Lane, Norwich ",Best Before Date: ,Batch Number: ,Pack aging: Plastic ,,Ambient ,Ambient ,0.0,Loose 
175,11.0,onions,11.14,"Asda, East Anglian Large Onions ",Asda ,3 onions ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 03A 004 L15   670 035 ,03A 004 L15   670 035 ,Plastic net ,Ambient ,Ambient ,0.0,3 onions 
176,11.0,onio ns,11.15,Asda. Loose Onions ,Pack size: Loose ,Loose ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Loose 
177,,onions,11.16,"Sainsbury’s, Cooking Onions ",Sainsbury’s ,1kg ,09.01.201 2 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 20 Jan ,20-Jan,M0226A ,Plastic ,Ambient ,Ambient ,0.0,1kg 
178,11.0,onions,11.17,,Morrisons ,3 onions ,09.01.201 2 ,"Morrisons, Norwich ",15-Jan,19-Jan,12364 RD1 -ONI3A -007 07011206:12 MP ,,Ambient ,Ambient ,0.0,3 onions 
179,11.0,onions,11.18,"Marks & Spencer , Loose Onions ",Pack size: Loose ,Loose ,09.01.201 2 ,"Marks & Spenser, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Loose 
180,11.0,onions,11.19,"Iceland, Cooking Onions ",Iceland ,1.5kg ,09.01.201 2 ,"Iceland, Norwich ",18-Jan,Batch Number: 3510 005 472 ,3510 005 472 ,Plastic ,Ambient ,,0.0,1.5kg 
181,11.0,onions,11.22,"Farm Fresh, Large Mild Onions ",Farm Fresh ,3 onions ,09.01.201 2 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 43/04  E52170 supplier code:55521 Midas code:M116753 ,43/04  E52170 supplier code:55521 Midas code:M116753 ,Plastic net ,Refrigerated ,Ambient ,0.0,3 onions 
182,12.0,onions,12.1,"Tesco, Finest, sweet onions ",Tesco Finest ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",17-Oct,Batch Number: GS11 L2 ,GS11 L2 ,Netting ,Ambient ,Ambient ,0.0,Purchase Date: 10.10.2011 
183,12.0,onions,12.2,"Tesco, East Anglian cooking onions ",Tesco ,1.2kg ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",18-Oct,Batch Number: GS11 11:13  L3A ,GS11 11:13  L3A ,Plastic ,Ambient ,Ambient ,0.0,1.2kg 
184,12.0,onions,12.3,"Asda, East Anglian onions ",Asda ,1kg ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670017 42 B 278 LO3 ,670017 42 B 278 LO3 ,Plastic ,Ambient ,,0.0,1kg 
185,12.0,onions,12.4,"Asda, loose onions ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Purchase Date: 10.10.2011 
186,12.0,onions,12.6,"Morrisons, onions ",Morrisons ,500g ,10.10.2011 ,"Morrisons, Norwich ",14-Oct,18-Oct,3882 RD1 -ONI2A 28011  DB  13:14 ,Plastic ,Ambient ,Ambient ,0.0,500g 
187,12.0,onions,12.7,"Waitrose, loose onions ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Purchase Date: 10.10.2011 
188,12.0,onions,nan,"Aldi, onions ",Aldi ,Purchase Date: 17.10.2011 ,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 41 06 Supplier No: 348  AA ,41 06 Supplier No: 348  AA ,Plastic ,Ambient ,Ambient ,1.0,2.5kg 
189,,onions,12.9,"Sainsbury’s, basics Onions ",Sainsbury’s basics ,1.5kg ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",15-Oct,15-Oct,16:18  11279L2 LOT74151  RO466A ,Plastic ,Ambient ,Ambient ,0.0,1.5kg 
190,12.0,onions,12.1,Market onions ,Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Cond ition As Purchased: Ambient ,,Ambient ,0.0,Purchase Date: 10.10.2011 
191,12.0,onions,12.12,"Tesco, Eas t Anglian Cooking Onions ",Tesco ,1.2kg ,09.01.2012 ,"Tesco, Blue Boar Lane, Norwich ",19-Jan,Batch Number: L3B  12:26  GS11 ,L3B  12:26  GS11 ,Plastic ,,Ambient ,0.0,1.2kg 
192,12.0,onions,12.13,"Tesco, Loose Onions ",Pack size: Loose ,Loose ,09.01.201 2 ,"Tesc o, Blue Boar Lane, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Loose 
193,12.0,onions,12.14,"Asda, East Anglian Large Onions ",Asda ,3 onions ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 03A 004 L15   670 035 ,03A 004 L15   670 035 ,Plastic net ,Ambient ,Ambient ,0.0,3 onions 
194,12.0,onions,12.15,Asda. Loose Onions ,Pack size: Loose ,Loose ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Loose 
195,12.0,onions,12.16,"Sainsbury’s, Cooking Onions ",Sainsbury’ s ,1kg ,09.01.201 2 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 20 Jan ,20-Jan,M0226A ,Plastic ,Ambient ,,0.0,1kg 
196,,onions,12.17,"Morrisons, Large Onions ",Morrisons ,3 onions ,09.01.201 2 ,"Morrisons, Norwich ",,19-Jan,12364 RD1 -ONI3A -007 07011206:12 MP ,Plastic net ,Ambient ,Ambient ,0.0,3 onions 
197,12.0,onions,12.18,"Marks & Spencer, Loose Onions ",Pack size: Loose ,Loose ,09.01.201 2 ,"Marks & Spenser, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Loose 
198,12.0,onions,12.2,"Asda, Smart Price Onions ",Asda Smart Price ,2kg ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670155 03 B 006 L06 ,670155 03 B 006 L06 ,Plastic ,Ambient ,Ambient ,0.0,1.2kg 
199,12.0,onions,12.21,Market Onions ,Pack size: Loose ,Loose ,09.01.201 2 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Loose 
200,12.0,onions,12.22,"Farm Fresh, Large Mild Onions ",Farm Fresh ,3 onions ,09.01.201 2 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 43/04  E52170 supplier code:55521 Midas code:M116753 ,43/04  E52170 supplier code:55521 Midas code:M116753 ,,Refrigerated ,Ambient ,0.0,3 onions 
201,13.0,onions fried,13.1,"Tesco, Finest, sweet onions ",Tesco Finest ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",17-Oct,Batch Number: GS11 L2 ,GS11 L2 ,Netting ,Ambient ,Ambient ,0.0,Purchase Date: 10.10.2011 
202,13.0,onions f ried,13.2,"Tesco, East Anglian cooking onions ",Tesco ,1.2kg ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",18-Oct,Batch Number: GS11 11:13  L3A ,GS11 11:13  L3A ,Plastic ,Ambient ,Ambient ,0.0,1.2kg 
203,13.0,onions fried,13.3,"Asda, East Anglian onions ",Asda ,1kg ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670017 42 B 278 LO3 ,670017 42 B 278 LO3 ,Plastic ,Ambient ,Ambient ,0.0,1kg 
204,13.0,onions fried,13.4,"Asda, loose onions ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Purchase Date: 10.10.2011 
205,13.0,onions fried,13.6,"Morri sons, onions ",Morrisons ,500g ,10.10.2011 ,"Morrisons, Norwich ",14-Oct,18-Oct,3882 RD1 -ONI2A 28011  DB  13:14 ,Plastic ,Ambient ,Ambient ,0.0,500g 
206,13.0,onions fried,13.8,"Aldi, onions ",Aldi ,1kg ,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 41 06 Supplier No: 348  AA ,41 06 Supplier No: 348  AA ,Plastic ,Ambient ,Ambient ,0.0,1kg 
207,13.0,onions fried,13.9,"Sainsbury’s, basics Onions ",Sainsbury’s basics ,1.5kg ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",15-Oct,15-Oct,16:18  11279L2 LOT74151  RO466A ,Plastic ,,Ambient ,0.0,1.5kg 
