Page,Sample_Number,Sample_Name,Pack_Size,Source_PDF
666,31,"Sweet potato, boiled, flesh only",1kg  ,fruit_and_vegetable_survey_2015_sampling_report.pdf
667,31,M&S sweet potatoes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
669,31,Lidl sweet potatoes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
671,31,Morrisons sweet potatoes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
673,31,The Co -operative sweet potatoes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
675,31,Greengrocer sweet potatoes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
676,31,"Sweet potato, boiled, flesh  only",6kg   net,fruit_and_vegetable_survey_2015_sampling_report.pdf
677,31,Bidvest Foodservice sweet potatoes,L2,fruit_and_vegetable_survey_2015_sampling_report.pdf
678,32,"Sweet potato, wedges, baked  in rapeseed oil , flesh and",1kg  ,fruit_and_vegetable_survey_2015_sampling_report.pdf
679,32,Tesco sweet potatoes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
680,32,"Sweet potato, wedges, baked in rapeseed oil , flesh and",1kg  ,fruit_and_vegetable_survey_2015_sampling_report.pdf
683,32,Asda Grower’s Selection sweet potatoes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
685,32,Sainsbury’s sweet potato,,fruit_and_vegetable_survey_2015_sampling_report.pdf
687,32,Morrisons sweet potato,,fruit_and_vegetable_survey_2015_sampling_report.pdf
700,33,"Broad beans, fresh, boiled",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
701,33,Tesco British broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
705,33,Tesco broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
707,33,Asda Grower’s Selection broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
709,33,Sainsbury’s broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
711,33,Morrisons broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
713,33,Essential Waitrose broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
715,33,Asda Grower’s Selection British broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
717,33,M&S British broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
721,33,Market broad beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
722,34,"Curly kale, fresh, boiled",206g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
723,34,Tesco British curly kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
725,34,Tesco British curly  kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
727,34,Asda Grower’s Selection British unwashed sliced curly,,fruit_and_vegetable_survey_2015_sampling_report.pdf
729,34,Sainsbury’s curly leaf kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
731,34,Morrisons prepared kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
733,34,M&S kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
735,34,Oaklands British curly kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
739,34,The Co-operative Loved by Us British sliced curly kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
741,34,Farm Shop curly kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
743,34,Swithenbank cabbage curly kale,,fruit_and_vegetable_survey_2015_sampling_report.pdf
744,35,"Swede, fresh, boiled",Min. 400g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
745,35,Tesco British small swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
747,35,Tesco British large swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
749,35,Asda Grower’s Selection diced swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
751,35,Sainsbury’s swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
753,35,Morrisons swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
755,35,Simply M&S British swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
757,35,Lidl swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
761,35,The Co -operative Loved by Us British swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
763,35,Farm Shop Swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
765,35,Bidvest Foodservice swede,,fruit_and_vegetable_survey_2015_sampling_report.pdf
766,36,"Aubergine, boiled, flesh an d skin",Purchase Date:,fruit_and_vegetable_survey_2015_sampling_report.pdf
767,36,Tesco aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
768,36,"Aubergine, boiled, flesh and skin",Purchase Date:,fruit_and_vegetable_survey_2015_sampling_report.pdf
771,36,Asda aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
773,36,Sainsbury’s aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
775,36,Morrisons aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
777,36,Waitrose aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
779,36,Lidl aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
781,36,Sainsbury’s Basics aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
783,36,The Co -operative Loved by Us aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
784,36,"Aubergine, flesh and skin, boiled",Purchase Date:,fruit_and_vegetable_survey_2015_sampling_report.pdf
785,36,Greengrocer’s aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
787,36,Farm Fresh aubergine,,fruit_and_vegetable_survey_2015_sampling_report.pdf
788,37,"Aubergine, roasted  in rapeseed oil , flesh and skin",Purchase Date:,fruit_and_vegetable_survey_2015_sampling_report.pdf
790,37,"Aubergine, roasted in rapeseed oil , flesh and skin",Purchase Date:,fruit_and_vegetable_survey_2015_sampling_report.pdf
810,38,"Okra, boiled",175g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
811,38,Tesco okra,,fruit_and_vegetable_survey_2015_sampling_report.pdf
815,38,Asda okra,,fruit_and_vegetable_survey_2015_sampling_report.pdf
817,38,Sainsbury’s okra,,fruit_and_vegetable_survey_2015_sampling_report.pdf
819,38,Morrisons okra,,fruit_and_vegetable_survey_2015_sampling_report.pdf
821,38,Waitrose okra,,fruit_and_vegetable_survey_2015_sampling_report.pdf
831,38,Zenith okra,,fruit_and_vegetable_survey_2015_sampling_report.pdf
832,39,"Watercress, raw",85g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
833,39,Tesco Wessex watercress,,fruit_and_vegetable_survey_2015_sampling_report.pdf
835,39,Tesco watercress,,fruit_and_vegetable_survey_2015_sampling_report.pdf
837,39,Asda Grower’s Selection watercress,,fruit_and_vegetable_survey_2015_sampling_report.pdf
839,39,Sainsbury’s baby leaf watercress,,fruit_and_vegetable_survey_2015_sampling_report.pdf
841,39,Morrisons watercress,,fruit_and_vegetable_survey_2015_sampling_report.pdf
843,39,Waitrose hot & peppery watercress,,fruit_and_vegetable_survey_2015_sampling_report.pdf
851,39,Hairspring watercress,,fruit_and_vegetable_survey_2015_sampling_report.pdf
853,39,Fresha water cress,,fruit_and_vegetable_survey_2015_sampling_report.pdf
854,40,"Runner beans, fresh, boiled",255g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
855,40,Tesco British runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
857,40,Tesco runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
859,40,Asda Grower’s Selection runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
861,40,Sainsbury’s runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
863,40,Morrisons runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
865,40,Simply M&S runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
867,40,Wood Farm runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
871,40,The Co -operative Loved by Us runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
873,40,Greengrocer runner beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
876,41,"Yam, fresh, boiled",Purchase Date:,fruit_and_vegetable_survey_2015_sampling_report.pdf
877,41,Tesco yam,,fruit_and_vegetable_survey_2015_sampling_report.pdf
883,41,Spiceland Yam,,fruit_and_vegetable_survey_2015_sampling_report.pdf
885,41,Foodland yam,,fruit_and_vegetable_survey_2015_sampling_report.pdf
887,41,Aziz Cash & Carry yam,,fruit_and_vegetable_survey_2015_sampling_report.pdf
889,41,Asian Bazaar yam,,fruit_and_vegetable_survey_2015_sampling_report.pdf
891,41,Spice Land yam,,fruit_and_vegetable_survey_2015_sampling_report.pdf
892,42,"Blackberries, raw",350g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
893,42,Tesco British blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
895,42,Tesco British supersweet blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
897,42,Asda Grower’s Selection blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
899,42,Sainsbury’s blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
901,42,Morrisons blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
903,42,M&S blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
905,42,Driscoll’s blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
911,42,Market blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
913,42,Bidvest Foodservice blackberries,,fruit_and_vegetable_survey_2015_sampling_report.pdf
914,43,"Rhubarb, stewed without sugar",400g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
915,43,Tesco British rhubarb,,fruit_and_vegetable_survey_2015_sampling_report.pdf
919,43,Asda Grower’s Selection British rhubarb,,fruit_and_vegetable_survey_2015_sampling_report.pdf
921,43,Sainsbury’s British rhubarb,,fruit_and_vegetable_survey_2015_sampling_report.pdf
925,43,Morrisons Yorkshire rhubarb,,fruit_and_vegetable_survey_2015_sampling_report.pdf
927,43,Waitrose Cooks’ Ingredients particularly pink forced,,fruit_and_vegetable_survey_2015_sampling_report.pdf
929,43,Swithenbank rhubarb,,fruit_and_vegetable_survey_2015_sampling_report.pdf
933,43,Tesco rhubarb,,fruit_and_vegetable_survey_2015_sampling_report.pdf
936,44,"Papaya, ripe, raw , flesh only",Purchase Date:,fruit_and_vegetable_survey_2015_sampling_report.pdf
937,44,Tesco perfectly ripe papaya,,fruit_and_vegetable_survey_2015_sampling_report.pdf
938,44,"Papaya, ripe, raw, flesh only",Purchase Date:,fruit_and_vegetable_survey_2015_sampling_report.pdf
939,44,Tesco papaya,,fruit_and_vegetable_survey_2015_sampling_report.pdf
941,44,Asda Grower’s Selection papaya,,fruit_and_vegetable_survey_2015_sampling_report.pdf
943,44,Sainsbury’s ripe and ready papaya,,fruit_and_vegetable_survey_2015_sampling_report.pdf
945,44,Morrisons papaya,,fruit_and_vegetable_survey_2015_sampling_report.pdf
947,44,Waitrose papaya,,fruit_and_vegetable_survey_2015_sampling_report.pdf
953,44,Papaya Coribe papaya,,fruit_and_vegetable_survey_2015_sampling_report.pdf
957,44,Sainsbury’s giant papaya,,fruit_and_vegetable_survey_2015_sampling_report.pdf
958,45,"Radish, raw",240g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
959,45,Tesco British radish,,fruit_and_vegetable_survey_2015_sampling_report.pdf
961,45,Tesco radish,,fruit_and_vegetable_survey_2015_sampling_report.pdf
963,45,Asda Grower’s Selection British radishes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
965,45,Sainsbury’s British radishes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
967,45,Morrisons radishes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
969,45,Simply M&S British radishes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
971,45,Oaklands British radish,,fruit_and_vegetable_survey_2015_sampling_report.pdf
973,45,Asda Grower’s Selection radishes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
975,45,The Co -operative Loved by Us radish,,fruit_and_vegetable_survey_2015_sampling_report.pdf
977,45,Farm Shop radishes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
978,46,"Prunes, ready to eat, semi -dried",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
979,46,Tesco ready to eat pitted prunes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
981,46,Tesco wholefoods soft prunes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
983,46,Asda good & balanced prunes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
985,46,Sainsbury’s prunes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
987,46,"Morrisons, dried pitted prunes",,fruit_and_vegetable_survey_2015_sampling_report.pdf
989,46,Cook with M&S Agen prunes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
991,46,The Co -operative Loved by Us dried prunes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
993,46,Whitworths juicy prunes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
995,46,Whitworths snack on Chilean orchard prunes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
998,47,"Apricots, ready to eat, semi -dried",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
999,47,Tesco Whole Foods ready to eat apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1001,47,Tesco ready to eat apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1003,47,Asda Good & Balanced apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1005,47,Sainsbury’s apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1007,47,Morrisons Wholefoods soft apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1009,47,Marks & Spencer soft apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1011,47,Neal’s Yard Wholefoods ready to eat apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1013,47,Whitworths soft apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1015,47,Whitworths snack on golden Malatya apricots,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1018,48,"Raisins, dried",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
1019,48,Tesco Californian seedless raisins,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1021,48,Tesco Whole Foods thompson raisins,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1023,48,Asda Chosen by Kids 12 mini raisin snack boxes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1025,48,Sainsbury’s jumbo raisin mix,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1027,48,Morrisons raisins,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1029,48,Belbake Californian seedless raisins,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1031,48,"Holland & Barrett, genius seedless raisins",,fruit_and_vegetable_survey_2015_sampling_report.pdf
1033,48,Curtis raisins,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1035,48,Whitworths sunny raisin,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1037,48,Sun Maid natural California raisins,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1038,49,"Lentils, split, dried, raw",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
1039,49,Tesco Whole Foods red split lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1041,49,Tesco Aasani red split lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1043,49,Asda Good & Balanced red lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1045,49,Sainsbury’s red lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1047,49,Morrisons Wholefoods red split lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1049,49,Simply M&S red split lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1051,49,Natco red lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1053,49,KTC red lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1055,49,Great Scot red split lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1057,49,East End red split lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1058,50,"Lentils, split, dried, boiled",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
1078,51,"Red kidney beans, dried, boiled",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
1079,51,Tesco Whole Foods kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1083,51,Asda Good & Balanced kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1085,51,Sainsbury’s red kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1087,51,Morrisons Wholefoods red kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1089,51,Waitrose Love Life red kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1091,51,TRS red kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1093,51,KTC red kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1095,51,East End dark red kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1097,51,Island Sun red kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1098,52,"Red kidney beans, canned, reheated",Net weig ht: 400g ; drained weig ht: 240g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
1099,52,Tesco red kidney beans in water,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1101,52,Tesco Everyday Value red kidney beans in water,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1103,52,Asda Good & Balanced red kidney beans in water,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1105,52,Sainsbury’s red kidney beans in water,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1107,52,Morrisons red kidney beans,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1109,52,Campo Largo red kidney beans in water,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1111,52,Essential Waitrose red kidney beans in water,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1113,52,Chef’s Larder red kidney beans in water,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1115,52,Napolina red kidney beans in water,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1118,53,"Lentils, brown/green, dried, boiled",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
1119,53,Tesco Whole Foods lentilles vertes,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1121,53,KTC brown lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1123,53,Asda Good & Balanced green lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1125,53,Sainsbury’s green lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1127,53,Gama for Goodness Sake green lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1129,53,Waitrose Love Life lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1131,53,Holland and Barrett ooh la la lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1133,53,KTC green lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1135,53,TRS brown lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1137,53,Natco green lentils,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1140,54,"Chickpeas, dried, boiled",500g ,fruit_and_vegetable_survey_2015_sampling_report.pdf
1141,54,Tesco Whole Foods chickpeas,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1143,54,Tesco Aasani chickpeas,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1145,54,Asda Good & Balanced chickpeas,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1147,54,Sainsbury’s chickpeas,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1149,54,Morrisons Wholefoods chick peas,,fruit_and_vegetable_survey_2015_sampling_report.pdf
1151,54,Waitrose Love Life chick peas,,fruit_and_vegetable_survey_2015_sampling_report.pdf
