Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
15-627,"Curry, bhindi subji, homemade","6 samples, containing okra, onions, tomatoes and spices",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,74.3,0.46,2.9,4.6,4.9,71,298,0.6,,4.4,1.8,0.0,1.5,1.1,0.0,0.0,0.0,3.4,7.2,,0.40,,,,,,,,2.18,,,,1.75,,,,,,Tr,3.9,Unknown,Unknown
15-735,"Curry, black gram, whole and red kidney bean, homemade",Recipe,DR,15-456 ,Updated 2014,,77.4,0.72,4.5,5.0,8.4,94,394,6.3,,1.2,0.4,,0.3,0.5,0.0,0.0,,N,N,,0.36,,,,,,,,2.78,,,,1.52,,,,,,Tr,0.0,Unknown,Unknown
15-736,"Curry, black gram, whole, Bengali, homemade",Recipe. Thin consistency,DR,15-455 ,Updated 2014,,80.2,0.70,4.4,2.8,8.5,76,318,6.3,,1.6,0.3,,0.3,1.0,0.0,0.0,0.0,N,N,,1.62,,,,,,,,0.67,,,,0.21,,,,,,0.09,6.5,Unknown,Unknown
15-737,"Curry, black gram, whole, Gujerati, homemade","Recipe, thick consistency",DR,15-455 ,Updated 2014,,61.1,1.35,8.4,6.7,15.3,154,645,11.7,,2.5,0.9,,0.9,0.7,0.0,0.0,,N,N,,3.96,,,,,,,,1.62,,,,0.46,,,,,,0.21,15.9,Unknown,Unknown
15-738,"Curry, black-eye bean, homemade","Recipe, Gujerati dish.",DR,15-457 ,Updated 2014,,65.0,1.29,8.1,4.4,18.4,139,588,16.1,,1.0,0.1,,0.1,0.8,0.0,0.0,,2.8,N,,0.44,,,,,,,,2.26,,,,1.38,,,,,,Tr,0.0,Unknown,Unknown
15-095,"Curry, black-eye bean, Punjabi, homemade",Recipe from dietary survey records,DR,,As Vegetable Dishes Supplement 1992,,72.9,0.96,6.0,4.0,13.7,111,469,12.0,0.5,1.1,0.2,0.0,0.1,0.7,0.0,Tr,,2.4,,,2.50,,,,,,,,0.90,,,,0.30,,,,,,,9.0,Unknown,Unknown
15-739,"Curry, Bombay potato, homemade","Recipe. Potato, tomato and spices",DR,15-458 ,Updated 2014,,74.4,0.30,1.8,6.7,13.8,118,492,12.6,,1.2,0.5,,0.4,0.3,0.0,0.0,,1.2,1.9,,0.48,,,,,,,,3.91,,,,1.93,,,,,,Tr,0.0,Unknown,Unknown
15-740,"Curry, cabbage, masala, homemade",Recipe. White cabbage in masala sauce,DR,15-459 ,Updated 2014,,80.6,0.28,1.7,4.9,8.1,83,344,1.5,,6.4,2.9,,2.6,0.8,0.0,0.0,,2.2,3.2,,0.33,,,,,,,,2.82,,,,1.51,,,,,,Tr,0.0,Unknown,Unknown
15-741,"Curry, cauliflower and potato, homemade","Recipe, Gujerati dish. Cauliflower, potato, tomato and onion.",DR,15-460 ,Updated 2014,,85.2,0.41,2.6,2.0,6.7,60,251,3.8,,2.7,1.3,,1.1,0.6,0.0,0.0,,1.8,2.1,,0.19,,,,,,,,0.96,,,,0.65,,,,,,Tr,0.0,Unknown,Unknown
15-742,"Curry, chick pea dahl and spinach, with butter, homemade",Recipe. Split chick peas,DR,15-461 ,Updated 2014,,64.4,1.03,6.4,12.0,12.9,182,757,11.0,,0.9,0.1,,0.1,0.7,0.0,0.1,,N,N,,6.69,,,,,,,,2.92,,,,1.16,,,,,,0.36,26.8,Unknown,Unknown
15-743,"Curry, chick pea dahl and spinach, with vegetable oil, homemade",Recipe. Split chick peas,DR,15-462 ,Updated 2014,,62.5,1.01,6.3,14.2,12.8,201,837,11.0,,0.9,0.1,,0.1,0.7,0.0,0.0,,N,N,,0.98,,,,,,,,7.74,,,,4.48,,,,,,Tr,0.0,Unknown,Unknown
15-641,"Curry, chick pea dhal, homemade",Punjabi dish. Split chick peas and tomato. Recipe from dietary survey records,DR,15-371 ,Updated 2013,,64.1,1.26,7.9,6.1,17.8,152,639,14.6,,1.9,0.4,Tr,0.5,1.0,0.0,0.0,0.0,N,N,,0.68,,,,,,,,1.23,,,,3.57,,,,,,Tr,0.0,Unknown,Unknown
15-748,"Curry, chick pea, UK type, homemade",Recipe,DR,15-464 ,Updated 2014,,71.5,0.95,5.9,3.5,14.3,109,458,10.8,,2.7,0.9,,0.9,0.9,0.0,0.0,,3.3,N,,0.28,,,,,,,,1.51,,,,1.27,,,,,,Tr,0.0,Unknown,Unknown
15-745,"Curry, chick pea, whole and potato, homemade",Recipe. Gujerati dish containing natural yogurt.,DR,15-465 ,Updated 2014,,72.3,0.93,5.9,5.4,12.6,119,500,10.2,,2.1,Tr,,0.1,0.5,0.0,0.9,,2.4,N,,0.72,,,,,,,,2.56,,,,1.66,,,,,,0.02,2.0,Unknown,Unknown
15-746,"Curry, chick pea, whole and tomato, Gujerati, with butter ghee, homemade","Recipe. Large white chick peas, tomato and onion.",DR,15-466 ,Updated 2014,,51.3,1.24,7.7,14.4,20.1,237,991,14.8,,3.8,0.8,,0.9,2.0,0.0,Tr,,4.2,N,,7.63,,,,,,,,3.66,,,,1.53,,,,,,0.27,31.3,Unknown,Unknown
15-747,"Curry, chick pea, whole and tomato, Gujerati, with vegetable oil, homemade","Recipe. Large white chick peas, tomato and onion.",DR,15-467 ,Updated 2014,,51.2,1.23,7.7,14.7,20.1,238,992,14.8,,3.8,0.8,,0.9,2.0,0.0,0.0,,4.2,N,,1.03,,,,,,,,7.93,,,,4.68,,,,,,Tr,0.0,Unknown,Unknown
15-107,"Curry, chick pea, whole and tomato, Punjabi, with butter, homemade","Chick peas, onion and tomato. Recipe from dietary survey records",DR,,As Vegetable Dishes Supplement 1992,,73.6,0.90,5.6,4.3,12.4,107,450,10.8,0.5,1.1,0.2,0.0,0.2,0.7,0.0,Tr,,2.9,,,2.00,,,,,,,,1.00,,,,0.80,,,,,,,8.0,Unknown,Unknown
15-108,"Curry, chick pea, whole and tomato, Punjabi, with vegetable oil, homemade","Chick peas, onion and tomato. Recipe from dietary survey records",DR,,As Vegetable Dishes Supplement 1992,,73.1,0.89,5.6,4.9,12.4,112,473,10.8,0.5,1.1,0.2,0.0,0.2,0.7,0.0,0.0,,2.9,,,0.50,,,,,,,,1.50,,,,2.30,,,,,,,0.0,Unknown,Unknown
15-744,"Curry, chick pea, whole, Gujerati type, homemade","Recipe,",DR,15-463 ,Updated 2014,,53.3,1.55,9.7,7.6,21.8,183,771,19.2,,1.2,Tr,,0.1,1.1,0.0,0.0,,4.7,N,,0.59,,,,,,,,3.57,,,,2.67,,,,,,Tr,0.0,Unknown,Unknown
15-749,"Curry, courgette and potato, homemade","Recipe. Punjabi dish. Courgette, potato, onion and tomato.",DR,15-486 ,Updated 2014,,80.9,0.30,1.8,5.9,9.6,96,401,7.7,,1.8,0.8,,0.9,0.1,0.0,0.0,0.0,1.2,N,,0.35,,,,,,,,2.67,,,,1.41,,,,,,Tr,0.0,Unknown,Unknown
15-774,"Curry, dudhi, kofta, homemade",Recipe. Gujerati dish. Fried dudhi balls in a tomato and onion sauce,DR,15-471 ,Updated 2014,,78.2,0.42,2.6,6.9,9.3,111,466,N,,N,N,,N,N,0.0,Tr,,N,N,,1.87,,,,,,,,3.01,,,,1.48,,,,,,0.06,6.6,Unknown,Unknown
15-750,"Curry, egg and potato, homemade","Recipe. Egg, potato and tomato",DR,15-474 ,Updated 2014,,74.0,1.20,7.5,9.3,6.5,138,576,4.6,,1.5,0.6,,0.5,0.4,0.0,0.0,,0.7,1.1,,1.58,,,,,,,,4.49,,,,2.10,,,,,,Tr,165.1,Unknown,Unknown
15-752,"Curry, egg, in sweet sauce, UK type, homemade",Recipe. Eggs in basic UK-type curry sauce. Recipe from review of recipe collection,DR,15-613 ,Updated 2014,,78.8,1.02,6.3,7.3,5.9,112,469,1.9,,3.4,1.3,,1.5,0.5,0.0,0.0,,0.8,N,,1.90,,,,,,,,2.96,,,,1.35,,,,,,Tr,144.0,Unknown,Unknown
15-753,"Curry, egg, with butter, homemade","Recipe. Punjabi dish. Egg, onion and tomato.",DR,15-472 ,Updated 2014,,76.3,0.86,5.4,10.6,4.7,135,561,0.3,,3.4,1.3,,1.1,0.9,0.0,0.0,,0.8,1.4,,5.56,,,,,,,,3.05,,,,0.80,,,,,,0.26,131.9,Unknown,Unknown
15-754,"Curry, egg, with rapeseed oil, homemade","Recipe. Punjabi dish. Egg, onion and tomato.",DR,15-473 ,Updated 2014,,75.0,0.85,5.3,12.2,4.7,149,619,0.3,,3.3,1.3,,1.1,0.9,0.0,0.0,,0.8,1.4,,1.46,,,,,,,,6.51,,,,3.18,,,,,,Tr,112.7,Unknown,Unknown
15-755,"Curry, green bean, masala, homemade",Recipe. Gujerati dish,DR,15-475 ,Updated 2014,,78.0,0.28,1.7,12.5,4.4,130,539,1.8,,2.6,0.6,,0.9,1.1,0.0,0.0,,2.9,3.1,,0.87,,,,,,,,7.30,,,,3.73,,,,,,Tr,0.0,Unknown,Unknown
15-756,"Curry, karela, homemade","Recipe. Punjabi dish. Karela, onion and tomato.",DR,15-476 ,Updated 2014,,80.3,0.26,1.6,9.7,4.6,111,460,0.5,,3.3,1.3,,1.1,0.9,0.0,0.0,0.0,2.4,1.2,,1.38,,,,,,,,2.85,,,,4.93,,,,,,Tr,0.0,Unknown,Unknown
15-757,"Curry, lentil, red/masoor dahl and mung bean dahl, homemade","Recipe, thin consistency",DR,15-483 ,Updated 2014,,75.7,0.76,4.8,6.7,10.1,116,487,8.3,,0.9,0.2,,0.2,0.5,0.0,0.0,,N,N,,0.48,,,,,,,,3.82,,,,1.99,,,,,,Tr,0.0,Unknown,Unknown
15-758,"Curry, lentil, red/masoor dahl and tomato, Punjabi, homemade","Recipe, thick consistency",DR,15-482 ,Updated 2014,,79.9,0.51,3.2,5.5,8.5,93,391,5.7,,2.4,0.9,,1.0,0.5,0.0,0.0,,1.3,N,,2.41,,,,,,,,2.11,,,,0.65,,,,,,Tr,0.0,Unknown,Unknown
15-759,"Curry, lentil, red/masoor dahl and tomato, with butter, homemade","Recipe, thin consistency",DR,15-480 ,Updated 2014,,77.8,0.69,4.3,5.3,10.6,104,435,8.7,,1.1,0.3,,0.3,0.6,0.0,0.0,,1.0,N,,3.18,,,,,,,,1.32,,,,0.29,,,,,,0.17,12.8,Unknown,Unknown
15-760,"Curry, lentil, red/masoor dahl and tomato, with vegetable oil, homemade","Recipe, thin consistency",DR,15-481 ,Updated 2014,,76.9,0.68,4.3,6.3,10.6,113,473,8.7,,1.1,0.3,,0.3,0.6,0.0,0.0,,1.0,N,,0.45,,,,,,,,3.63,,,,1.88,,,,,,Tr,0.0,Unknown,Unknown
15-761,"Curry, lentil, red/masoor dahl and vegetable, UK type, homemade","Recipe, Basic UK-type dish. Lentil, tomato, carrot and pepper",DR,15-484 ,Updated 2014,,72.5,0.91,5.7,3.8,14.8,112,470,11.4,,2.4,0.7,,0.8,0.9,0.0,0.0,,1.8,N,,0.30,,,,,,,,2.07,,,,1.14,,,,,,Tr,0.0,Unknown,Unknown
15-125,"Curry, lentil, red/masoor dahl, mung bean dahl and tomato, homemade",Punjabi dish. Recipe from dietary survey records,DR,,"Vegetable Dishes Supplement, 1992",,78.9,0.71,4.4,4.3,9.7,92,387,8.5,0.4,0.8,0.2,0.0,0.2,0.3,0.0,0.0,,1.6,,,0.50,,,,,,,,1.50,,,,2.00,,,,,,,0.0,Unknown,Unknown
15-762,"Curry, lentil, red/masoor dahl, Punjabi, homemade","Recipe, thick consistency",DR,15-479 ,Updated 2014,,65.2,1.14,7.2,4.6,19.3,141,591,13.7,,3.9,1.2,,1.0,1.7,0.0,0.0,0.0,2.0,N,,0.35,,,,,,,,2.46,,,,1.43,,,,,,Tr,0.0,Unknown,Unknown
15-763,"Curry, lentil, red/masoor dahl, with butter, homemade","Recipe, Bangladeshi dish, thin consistancy",DR,15-477 ,Updated 2014,,62.8,1.22,7.6,6.6,19.3,161,678,15.6,,2.2,0.6,,0.5,1.1,0.0,0.0,,1.9,N,,3.93,,,,,,,,1.62,,,,0.41,,,,,,0.21,15.8,Unknown,Unknown
15-764,"Curry, lentil, red/masoor dahl, with vegetable oil, homemade","Recipe, Bangladeshi dish., thin consistancy",DR,15-479 ,Updated 2014,,61.7,1.21,7.6,7.9,19.2,173,725,15.6,,2.2,0.6,,0.5,1.1,0.0,0.0,,1.9,N,,0.57,,,,,,,,4.46,,,,2.37,,,,,,Tr,0.0,Unknown,Unknown
15-765,"Curry, lentil, whole/masoor, Gujerati, homemade","Recipe, thick consistency",DR,15-485 ,Updated 2014,,67.8,1.04,6.5,5.3,17.0,137,578,12.7,,3.1,0.7,,0.7,1.7,0.0,0.0,,1.6,N,,3.63,,,,,,,,1.31,,,,0.32,,,,,,0.17,12.8,Unknown,Unknown
15-766,"Curry, lentil, whole/masoor, Punjabi, homemade","Recipe, medium consistency",DR,15-486 ,Updated 2014,,69.4,0.90,5.7,8.3,13.9,148,620,11.3,,1.4,0.3,,0.3,0.7,0.0,0.0,,1.3,N,,0.58,,,,,,,,4.71,,,,2.45,,,,,,Tr,0.0,Unknown,Unknown
15-767,"Curry, mung bean dahl and spinach, homemade",Recipe. Gujerati dish. Split mung beans,DR,15-488 ,Updated 2014,,68.9,1.25,7.8,2.9,12.3,102,429,8.5,,3.0,0.4,,0.5,2.1,0.0,0.0,,N,N,,0.30,,,,,,,,1.26,,,,1.15,,,,,,Tr,0.0,Unknown,Unknown
15-132,"Curry, mung bean dahl and tomato, homemade",Punjabi dish. Recipe from dietary survey records. Split mung beans,DR,,"Vegetable Dishes Supplement, 1992",,74.8,0.90,5.6,3.6,11.2,95,403,9.8,0.6,0.8,0.3,0.0,0.3,0.3,0.0,0.0,,2.6,,,0.40,,,,,,,,1.10,,,,1.70,,,,,,,0.0,Unknown,Unknown
15-768,"Curry, mung bean dahl, Bengali, homemade",Recipe. Split mung beans. Thin consistency,DR,15-487 ,Updated 2014,,82.3,0.67,4.2,3.4,7.4,74,311,6.2,,0.5,0.1,,0.1,0.2,0.0,0.0,,N,N,,2.03,,,,,,,,0.82,,,,0.21,,,,,,0.11,8.1,Unknown,Unknown
15-769,"Curry, mung bean, whole and turnip leaves, homemade",Recipe,DR,15-491 ,Updated 2014,,68.8,0.71,4.4,14.4,6.2,169,700,5.0,,0.3,0.1,,0.0,0.1,0.0,0.0,,N,N,,7.49,,,,,,,,4.61,,,,1.15,,,,,,0.21,15.3,Unknown,Unknown
15-771,"Curry, mung bean, whole, Gujerati, homemade","Recipe, thick consistency",DR,15-489 ,Updated 2014,,69.5,0.96,6.0,5.9,13.2,126,528,9.5,,2.5,0.7,,0.7,1.1,0.0,0.0,,2.7,N,,0.45,,,,,,,,3.35,,,,1.77,,,,,,Tr,0.0,Unknown,Unknown
15-490,"Curry, mung bean, whole, Punjabi, homemade","Recipe, medium consistency",DR,15-134 ,Updated 2014,,80.1,0.67,4.2,2.8,8.8,74,312,6.9,,1.0,0.3,0.0,0.3,0.3,0.0,0.0,,1.9,,,1.64,,,,,,,,0.66,,,,0.19,,,,,,0.09,6.5,Unknown,Unknown
15-776,"Curry, pea and potato, homemade","Recipe, canned peas",DR,15-493 ,Updated 2014,,73.4,0.39,2.5,11.0,10.2,147,611,6.2,,2.7,0.6,,0.5,1.5,0.0,0.0,,2.3,2.8,,0.80,,,,,,,,6.35,,,,3.31,,,,,,Tr,0.0,Unknown,Unknown
15-777,"Curry, pigeon pea dahl and tomato, homemade",Recipe. Thin consistency. Split pigeon peas,DR,15-496 ,Updated 2014,,86.9,0.38,2.3,2.2,7.3,56,237,5.6,,1.5,0.1,,0.1,1.3,0.0,0.0,,1.1,N,,0.18,,,,,,,,1.21,,,,0.69,,,,,,Tr,0.0,Unknown,Unknown
15-778,"Curry, pigeon pea dahl with tomatoes and peanuts, homemade","Recipe, Gujerati, split pigeon peas",DR,15-497 ,Updated 2014,,69.9,1.13,6.9,3.3,16.9,121,510,15.2,,1.0,0.2,,0.2,0.6,0.0,0.0,,3.0,N,,0.48,,,,,,,,1.46,,,,1.04,,,,,,Tr,0.0,Unknown,Unknown
15-779,"Curry, pigeon pea dahl, with butter, homemade","Recipe, split pigeon peas",DR,15-494 ,Updated 2014,,74.9,0.74,4.6,4.7,13.5,108,455,10.9,,2.1,0.1,,0.1,1.8,0.0,0.0,,2.1,N,,2.66,,,,,,,,1.19,,,,0.38,,,,,,0.14,10.5,Unknown,Unknown
15-780,"Curry, pigeon pea dahl, with vegetable oil, homemade","Recipe, split pigeon peas",DR,15-495 ,Updated 2014,,74.2,0.73,4.6,5.5,13.5,116,487,10.9,,2.1,0.1,,0.1,1.8,0.0,0.0,,2.1,N,,0.42,,,,,,,,3.08,,,,1.68,,,,,,Tr,0.0,Unknown,Unknown
15-781,"Curry, potato and pea, homemade","Recipe, Bangladeshi dish",DR,15-500 ,Updated 2014,,76.2,0.44,2.7,3.7,13.0,92,387,7.6,,3.7,1.0,,0.9,1.7,0.0,0.0,,2.4,3.1,,0.28,,,,,,,,1.97,,,,1.13,,,,,,Tr,0.0,Unknown,Unknown
15-782,"Curry, potato, Gujerati, homemade",Recipe,DR,15-498 ,Updated 2014,,78.6,0.23,1.5,5.4,11.8,94,394,9.7,,2.1,0.3,,0.2,1.6,0.0,0.0,,0.8,1.4,,0.38,,,,,,,,3.12,,,,1.55,,,,,,Tr,0.0,Unknown,Unknown
15-783,"Curry, potato, Punjabi, homemade",Recipe,DR,15-499 ,Updated 2014,,76.9,0.29,1.8,4.0,13.8,94,396,11.0,,2.4,0.9,,0.8,0.6,0.0,0.0,,1.2,2.0,,2.45,,,,,,,,1.02,,,,0.20,,,,,,0.13,9.8,Unknown,Unknown
15-784,"Curry, red kidney and mung bean, whole, homemade",Recipe,DR,15-502 ,"Updated 2014. Ingredient proportions derived from dietary survey records, no information available on spices used in recipe.",,73.1,0.62,3.9,12.1,7.6,153,636,6.6,,0.4,Tr,,Tr,0.3,0.0,Tr,,2.1,N,,3.04,,,,,,,,5.75,,,,2.59,,,,,,0.14,10.1,Unknown,Unknown
15-785,"Curry, red kidney bean, Gujerati, homemade","Recipe, thin-medium consistency",DR,15-501 ,Updated 2014,,75.7,0.64,4.0,6.1,9.7,107,446,6.4,,2.3,0.3,,0.3,1.7,0.0,0.0,,2.8,N,,0.43,,,,,,,,3.45,,,,1.84,,,,,,Tr,0.0,Unknown,Unknown
15-146,"Curry, red kidney bean, Punjabi, homemade",Recipe from dietary survey records.  Medium consistency,DR,,"Vegetable Dishes Supplement, 1992",,74.8,0.75,4.7,5.6,10.1,106,448,7.8,1.1,1.2,0.3,0.0,0.3,0.5,0.0,0.0,,3.8,,,0.60,,,,,,,,1.90,,,,2.70,,,,,,,0.0,Unknown,Unknown
15-787,"Curry, spinach and potato, masala, homemade","Recipe, Frozen spinach and potato in masala sauce.",DR,15-504 ,Updated 2014,,77.7,0.36,2.2,8.2,7.4,110,456,2.3,,4.9,2.1,,1.8,1.0,0.0,0.0,,1.7,N,,0.57,,,,,,,,4.70,,,,2.53,,,,,,Tr,0.0,Unknown,Unknown
15-634,"Curry, Thai, stir-fry vegetable, takeaway and restaurant","10 sub-samples, 2 from different establishments in each of 5 regions",DR,,"Aspland and James Ltd, Nutrient analysis of ethnic takeaway foods, 1997",,77.9,0.61,3.8,8.2,3.3,101,421,1.7,0.0,1.6,0.8,,0.8,Tr,Tr,Tr,,2.6,3.1,50.58,3.97,15.99,1.25,3.81,0.30,29.24,2.29,29.33,2.30,19.86,1.56,20.09,1.57,50.54,3.96,0.04,Tr,0.17,0.01,19.5,Unknown,Unknown
15-788,"Curry, tinda gourd and potato, homemade","Recipe. Punjabi dish. Tinda gourd, potato, tomato and onion.",DR,15-505 ,Updated 2014,,83.2,0.25,1.6,3.9,8.5,74,309,4.7,,3.5,N,,N,N,0.0,0.0,,N,N,,0.56,,,,,,,,1.13,,,,1.96,,,,,,Tr,0.0,Unknown,Unknown
15-789,"Curry, vegetable, frozen mixed vegetables, homemade",Recipe. Frozen mixed vegetables and potato.,DR,15-506 ,Updated 2014,,80.6,0.41,2.5,6.1,7.2,90,374,3.8,,2.9,0.6,,0.5,1.8,0.0,0.0,,N,N,,0.40,,,,,,,,3.39,,,,1.70,,,,,,Tr,0.0,Unknown,Unknown
15-790,"Curry, vegetable, in sweet sauce, UK type, homemade",Recipe. Vegetables in a basic UK-type curry sauce.  Recipe from review of recipe collection,DR,15-612 ,Updated 2014,,87.1,0.21,1.3,2.1,7.3,51,216,2.9,,3.9,1.5,,1.6,0.8,0.0,0.0,,1.3,N,,0.51,,,,,,,,0.86,,,,0.51,,,,,,Tr,0.0,Unknown,Unknown
15-791,"Curry, vegetable, Islami, homemade",Recipe,DR,15-507 ,Updated 2014,,80.1,0.36,2.2,4.6,8.4,81,337,3.8,,4.0,1.8,,1.7,0.5,0.0,0.0,,1.8,N,,0.31,,,,,,,,2.31,,,,1.20,,,,,,Tr,0.0,Unknown,Unknown
15-792,"Curry, vegetable, Pakistani, homemade","Recipe.  Assorted vegetables, includes coconut",DR,15-508 ,Updated 2014,,81.2,0.37,2.3,2.6,9.2,64,267,4.8,,3.9,1.3,,1.2,1.3,0.0,0.0,,2.2,N,,0.90,,,,,,,,0.73,,,,0.78,,,,,,Tr,0.0,Unknown,Unknown
15-619,"Curry, vegetable, ready meal, without rice, cooked","10 samples, 10 products, frozen and chilled, including generic vegetable curry, korma, dhansak and jalfrezi",DR,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,79.8,0.33,2.1,6.0,8.4,94,392,5.0,Tr,3.4,0.9,Tr,0.9,1.1,Tr,0.6,,1.5,1.8,33.08,1.89,20.89,1.19,5.60,0.32,37.06,2.11,39.66,2.26,26.49,1.51,26.67,1.52,33.08,1.89,Tr,Tr,2.67,0.15,3.6,Unknown,Unknown
15-892,"Curry, vegetable, retail, with rice",Calculated using 54% retail curry (15-619) and 46% plain ready cooked rice (11-884),DR,15-155 ,Calculated 2014,,70.5,0.50,3.0,4.1,20.2,125,526,18.3,,1.9,0.5,Tr,0.5,0.6,Tr,0.3,,0.8,1.5,,1.16,,1.03,,0.18,,1.31,,1.39,,1.21,,1.22,,1.16,,,,0.09,1.9,Unknown,Unknown
15-793,"Curry, vegetable, West Indian, homemade","Recipe. Aubergine, okra, spinach and potato.",DR,15-509 ,Updated 2014,,83.8,0.37,2.4,4.0,4.1,60,251,1.8,,2.1,0.8,,0.8,0.5,0.0,0.0,,3.1,N,,0.37,,,,,,,,1.90,,,,1.23,,,,,,Tr,0.0,Unknown,Unknown
15-794,"Curry, vegetable, with yogurt, UK type, homemade",Recipe. Basic UK-type curry.  Mixed vegetables with yogurt.,DR,15-510 ,Updated 2014,,86.2,0.35,2.2,4.0,4.7,64,266,0.3,,4.0,1.2,,1.1,0.8,0.0,0.5,,N,N,,0.39,,,,,,,,2.14,,,,1.17,,,,,,Tr,0.2,Unknown,Unknown
15-511,"Dal Dhokari, homemade",Recipe. Gujerati dish. Pastry shapes in pigeon pea sauce.,DR,15-159 ,,,67.1,0.92,5.6,3.3,19.2,123,521,17.6,0.4,1.2,0.0,,0.0,1.0,0.0,0.0,,N,,,0.51,,,,,,,,1.37,,,,1.10,,,,,,Tr,0.0,Unknown,Unknown
15-513,"Dosa, filling, vegetable, homemade",Recipe. Filling for Dosa pancakes.,DR,15-161 ,Recipe as Vegetable Dishes 15-161,,77.4,0.30,1.8,6.3,10.2,97,404,5.2,0.9,4.1,1.6,0.0,1.4,0.9,0.0,0.0,,1.5,,,0.74,,,,,,,,3.28,,,,1.92,,,,,,Tr,0.0,Unknown,Unknown
15-795,"Falafel, fried in rapeseed oil, homemade",Recipe. Middle-Eastern dish. Deep fried chick pea balls.,DR,15-514 ,Updated 2014,,60.4,1.02,6.4,11.2,15.9,183,764,11.6,,2.7,0.8,,0.6,1.3,0.0,0.0,,3.5,N,,0.74,,,,,,,,6.05,,,,3.40,,,,,,Tr,0.0,Unknown,Unknown
15-796,"Flan, cheese and mushroom, homemade",Recipe from dietary survey records,DR,15-515 ,Updated 2014,,50.6,1.80,10.8,19.9,16.0,282,1176,13.7,,2.2,0.2,,0.1,0.1,0.2,1.7,,1.1,1.8,,8.94,,,,,,,,7.26,,,,2.26,,,,,,0.29,94.7,Unknown,Unknown
15-797,"Flan, cheese and mushroom, wholemeal, homemade",Recipe from dietary survey records,DR,15-516 ,Updated 2014,,50.1,1.88,11.3,18.1,17.1,272,1134,14.8,,2.3,0.1,,0.1,0.3,0.1,1.8,,2.3,2.7,,10.46,,,,,,,,4.85,,,,1.03,,,,,,0.59,116.9,Unknown,Unknown
15-798,"Flan, cheese, onion and potato, homemade",Recipe from dietary survey records,DR,15-517 ,Updated 2014,,40.5,2.08,13.0,26.2,18.0,355,1478,16.9,,1.0,0.3,,0.2,0.2,0.2,0.0,,1.0,1.8,,13.33,,,,,,,,8.84,,,,2.26,,,,,,0.61,41.3,Unknown,Unknown
15-799,"Flan, cheese, onion and potato, wholemeal, homemade",Recipe from dietary survey records,DR,15-518 ,Updated 2014,,40.0,2.16,13.6,24.3,19.1,345,1436,17.9,,1.0,0.2,,0.2,0.4,0.1,0.1,,2.2,2.7,,14.82,,,,,,,,6.47,,,,1.06,,,,,,0.90,63.0,Unknown,Unknown
15-800,"Flan, lentil and tomato, homemade",Recipe,DR,15-519 ,Updated 2014,,61.0,1.20,7.4,5.7,23.6,169,712,20.3,,2.5,0.9,,0.8,0.8,0.0,0.0,,1.8,N,,2.14,,,,,,,,2.13,,,,0.95,,,,,,0.08,5.2,Unknown,Unknown
15-801,"Flan, lentil and tomato, wholemeal, homemade",Recipe,DR,15-520 ,Updated 2014,,61.0,1.26,7.7,5.8,22.0,165,696,18.6,,2.6,0.9,,0.8,0.8,0.0,0.0,,2.6,N,,2.12,,,,,,,,2.13,,,,1.04,,,,,,0.08,5.2,Unknown,Unknown
